OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,1stFlrSF,BsmtFinSF1,GarageCars,FullBath,GarageArea,LotArea,MasVnrArea,YearBuilt,YearRemodAdd,GarageYrBlt,BsmtUnfSF,BsmtQual,LotFrontage,OpenPorchSF,OverallCond,GarageType,WoodDeckSF,TotRmsAbvGrd,MSSubClass,MoSold,BsmtExposure,LotShape,MSZoning,BedroomAbvGr,MasVnrType,ExterQual,HalfBath,FireplaceQu,KitchenQual,Condition1,BldgType,SaleCondition,Street,PavedDrive,SaleType,SalePrice
6,1362.0,1362.0,0.0,1362.0,20.0,2,2,460.0,7577.0,256.0,2005,2006,2005.0,1342.0,Gd,61.0,28.0,5,Attchd,192.0,6,120,6,Av,IR1,RL,2,Stone,Gd,0,Gd,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,194700.0
6,848.0,848.0,0.0,848.0,697.0,2,1,420.0,4426.0,147.0,2004,2004,2004.0,151.0,Gd,66.52818951391959,0.0,5,Attchd,149.0,3,120,5,Gd,Reg,RM,1,BrkFace,Gd,0,TA,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,141000.0
10,4316.0,2444.0,1872.0,2444.0,1455.0,3,3,832.0,21535.0,1170.0,1994,1995,1994.0,989.0,Ex,104.0,50.0,6,Attchd,382.0,10,60,1,Gd,IR1,RL,4,BrkFace,Ex,1,Ex,Ex,Norm,1Fam,Normal,Pave,Y,WD,755000.0
7,2519.0,1210.0,1281.0,1238.0,965.0,2,2,628.0,26178.0,293.0,1989,1990,1989.0,245.0,Gd,42.0,27.0,5,Attchd,320.0,9,60,4,Gd,IR1,RL,4,BrkFace,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,335000.0
5,1073.0,1073.0,0.0,1073.0,0.0,1,1,326.0,5400.0,0.0,1921,1968,1968.0,1073.0,None,60.0,0.0,6,Detchd,0.0,4,30,12,None,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,Y,WD,108480.0
5,1539.0,927.0,472.0,1067.0,0.0,2,1,576.0,6120.0,0.0,1936,1950,1995.0,927.0,None,51.0,0.0,6,Detchd,112.0,5,50,4,None,Reg,RM,3,None,TA,1,None,TA,Norm,1Fam,Normal,Pave,Y,WD,141500.0
6,1137.0,1112.0,0.0,1137.0,980.0,2,2,551.0,13811.0,72.0,1987,1987,1987.0,92.0,Gd,54.0,0.0,6,Attchd,125.0,5,20,7,No,IR1,RL,2,BrkFace,TA,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,176000.0
5,616.0,616.0,0.0,616.0,616.0,1,1,205.0,6000.0,0.0,1921,1950,1921.0,0.0,TA,50.0,0.0,7,Detchd,0.0,4,30,6,No,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,89000.0
5,1148.0,980.0,0.0,1148.0,210.0,1,1,308.0,6420.0,0.0,1952,1952,1952.0,219.0,Ex,57.0,0.0,7,Detchd,0.0,6,20,9,Mn,IR1,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,123500.0
5,894.0,894.0,0.0,894.0,553.0,1,1,336.0,8450.0,0.0,1965,2009,1973.0,224.0,TA,65.0,144.0,8,Detchd,416.0,5,20,4,No,Reg,RL,3,None,TA,0,Gd,TA,RRAe,1Fam,Normal,Pave,Y,WD,138500.0
7,1391.0,1391.0,0.0,1391.0,16.0,2,2,530.0,4282.0,0.0,2004,2004,2004.0,1375.0,Gd,59.0,158.0,5,Attchd,156.0,5,120,7,Mn,IR2,FV,2,None,Gd,0,None,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,196000.0
8,1800.0,1800.0,0.0,1800.0,1274.0,3,2,765.0,14331.0,630.0,2002,2002,2002.0,526.0,Ex,85.0,78.0,5,Attchd,270.0,7,20,5,Gd,Reg,RL,3,BrkFace,Gd,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,312500.0
7,1164.0,1164.0,0.0,1164.0,0.0,2,1,528.0,9600.0,168.0,1969,1969,1969.0,1164.0,None,80.0,0.0,5,Attchd,0.0,6,20,7,None,Reg,RL,3,BrkFace,TA,1,None,TA,Norm,1Fam,Normal,Pave,Y,COD,140000.0
8,2576.0,1234.0,1312.0,1264.0,0.0,3,2,666.0,12438.0,466.0,2006,2006,2006.0,1234.0,None,82.0,100.0,5,BuiltIn,324.0,10,60,7,None,IR1,RL,4,BrkFace,Ex,1,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,361919.0
5,1812.0,360.0,780.0,1032.0,0.0,2,2,672.0,7630.0,0.0,1900,1996,1999.0,360.0,None,76.0,0.0,9,Detchd,344.0,8,190,5,None,Reg,RM,4,None,TA,0,Po,Gd,Feedr,2fmCon,Normal,Pave,N,WD,140000.0
7,1484.0,1473.0,0.0,1484.0,712.0,2,2,606.0,8400.0,109.0,2004,2005,2004.0,761.0,Gd,70.0,35.0,5,Attchd,0.0,7,20,5,Av,Reg,RL,3,BrkFace,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,213000.0
7,1824.0,1643.0,0.0,1824.0,1219.0,2,2,739.0,115149.0,351.0,1971,2002,1971.0,424.0,Gd,59.9111111111111,48.0,5,Attchd,380.0,5,20,6,Gd,IR2,RL,2,Stone,TA,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,302000.0
8,1324.0,1324.0,0.0,1324.0,863.0,2,2,550.0,6240.0,176.0,2006,2006,2006.0,461.0,Gd,48.0,38.0,5,Attchd,192.0,6,120,12,No,Reg,RL,2,BrkFace,Gd,0,Gd,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,254000.0
7,1456.0,728.0,728.0,728.0,0.0,2,2,400.0,9018.0,0.0,2007,2007,2007.0,728.0,None,65.0,24.0,5,Attchd,100.0,8,60,7,None,IR1,RL,3,None,Gd,1,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,179540.0
5,904.0,876.0,0.0,904.0,0.0,1,1,408.0,7162.0,41.0,1966,1966,1966.0,876.0,None,84.62860036654277,0.0,7,Attchd,0.0,6,20,12,None,IR1,RL,3,BrkCmn,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,Y,WD,109900.0
4,1178.0,859.0,319.0,859.0,0.0,1,1,384.0,8712.0,0.0,1900,1950,1964.0,859.0,None,66.0,0.0,7,Detchd,68.0,7,50,1,None,Reg,C (all),2,None,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,N,WD,102776.0
8,1228.0,1228.0,0.0,1228.0,767.0,2,2,472.0,4671.0,0.0,1988,1989,1988.0,461.0,Gd,40.0,120.0,5,Attchd,168.0,5,120,10,Mn,IR1,RL,2,None,Gd,0,Gd,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,189000.0
4,960.0,960.0,0.0,960.0,789.0,2,1,576.0,9873.0,160.0,1970,1970,1970.0,171.0,TA,60.0,288.0,5,Detchd,0.0,6,190,5,Av,Reg,RL,3,BrkFace,TA,0,None,TA,RRAn,2fmCon,Normal,Pave,Y,WD,129000.0
6,1479.0,725.0,754.0,725.0,533.0,2,2,475.0,13517.0,289.0,1976,2005,1976.0,192.0,TA,59.9111111111111,44.0,8,Attchd,0.0,6,60,3,No,IR1,RL,3,BrkFace,Gd,1,None,Gd,RRAe,1Fam,Normal,Pave,Y,WD,130500.0
6,1350.0,1064.0,0.0,1350.0,0.0,2,2,478.0,10140.0,174.0,1974,1974,1974.0,1064.0,None,78.0,0.0,5,Attchd,0.0,7,20,8,None,Reg,RL,3,BrkFace,TA,0,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,165000.0
7,2554.0,718.0,978.0,1576.0,0.0,2,1,704.0,10800.0,0.0,1890,1998,1996.0,718.0,None,60.0,48.0,8,Detchd,0.0,8,70,7,None,Reg,RM,3,None,TA,1,None,TA,Norm,1Fam,Normal,Pave,P,WD,159500.0
5,1178.0,1176.0,0.0,1178.0,1084.0,2,1,439.0,10000.0,0.0,1973,2000,1973.0,92.0,Gd,80.0,0.0,6,Attchd,224.0,5,20,11,No,Reg,RL,3,None,TA,1,Fa,Gd,Norm,1Fam,Normal,Pave,Y,WD,157000.0
7,2418.0,1311.0,1093.0,1325.0,1173.0,3,2,983.0,10542.0,651.0,1993,1994,1993.0,138.0,Gd,96.0,154.0,5,Attchd,250.0,9,60,8,Gd,Reg,RL,3,BrkFace,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,341000.0
5,971.0,971.0,0.0,971.0,523.0,1,1,300.0,9920.0,0.0,1969,1969,1969.0,448.0,Gd,69.0,0.0,6,Attchd,0.0,5,20,5,Gd,IR1,RL,3,None,TA,1,Po,TA,Norm,1Fam,Normal,Pave,Y,WD,128500.0
8,1742.0,1742.0,0.0,1742.0,1148.0,2,2,564.0,6563.0,0.0,1985,1985,1985.0,594.0,Gd,59.9111111111111,28.0,5,Attchd,114.0,5,120,12,Gd,IR1,RL,2,None,Gd,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,275000.0
6,848.0,848.0,0.0,848.0,662.0,2,1,420.0,4426.0,169.0,2004,2004,2004.0,186.0,Gd,66.52818951391959,0.0,5,Attchd,160.0,3,120,5,Av,Reg,RM,1,BrkFace,Gd,0,None,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,143000.0
4,864.0,864.0,0.0,864.0,191.0,2,1,463.0,8120.0,0.0,1970,1970,1994.0,673.0,TA,70.0,0.0,7,Detchd,0.0,5,20,7,No,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,124500.0
4,1470.0,941.0,473.0,997.0,0.0,1,2,548.0,8172.0,0.0,1954,1972,1958.0,941.0,None,60.0,0.0,6,Detchd,0.0,7,50,5,None,Reg,RL,4,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,135000.0
9,1698.0,1698.0,0.0,1698.0,1234.0,3,2,768.0,13286.0,340.0,2007,2008,2007.0,464.0,Ex,86.0,64.0,5,Attchd,327.0,8,20,2,No,IR1,RL,3,Stone,Ex,0,Gd,Ex,Norm,1Fam,Normal,Pave,Y,WD,320000.0
4,864.0,864.0,0.0,864.0,375.0,2,1,660.0,6960.0,0.0,1970,1970,1989.0,250.0,TA,60.0,0.0,6,Detchd,96.0,5,20,11,No,Reg,RL,3,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,120500.0
6,1680.0,880.0,0.0,1680.0,808.0,2,2,540.0,21695.0,260.0,1988,2007,1988.0,72.0,Gd,147.29222654301893,44.0,9,Attchd,292.0,5,20,12,No,IR1,RL,3,BrkFace,Gd,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,222000.0
7,1232.0,1232.0,0.0,1232.0,724.0,2,2,632.0,7314.0,82.0,2007,2007,2007.0,508.0,Gd,64.0,0.0,5,Attchd,132.0,6,20,2,Av,Reg,RL,2,Stone,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,194500.0
5,1776.0,1584.0,0.0,1776.0,0.0,3,2,888.0,11475.0,95.0,1958,1958,1968.0,1584.0,None,85.0,25.0,5,Detchd,0.0,9,90,7,None,Reg,RL,4,BrkFace,TA,0,None,TA,Norm,Duplex,Abnorml,Pave,Y,COD,110000.0
4,1208.0,780.0,0.0,848.0,152.0,2,1,539.0,6240.0,0.0,1925,1950,1962.0,628.0,TA,52.0,23.0,5,Detchd,0.0,5,30,1,No,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,103000.0
8,1616.0,1595.0,0.0,1616.0,1180.0,2,2,608.0,5389.0,0.0,1995,1996,1995.0,415.0,Gd,39.0,152.0,5,Attchd,237.0,5,120,3,No,IR1,RL,2,None,Gd,0,TA,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,236500.0
7,1146.0,868.0,0.0,1146.0,786.0,2,2,438.0,9590.0,442.0,2003,2003,2003.0,82.0,Ex,73.0,22.0,5,Attchd,160.0,6,80,5,Av,IR1,RL,3,BrkFace,Gd,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,187500.0
7,2031.0,1153.0,878.0,1153.0,252.0,2,2,541.0,11404.0,202.0,1998,1999,1998.0,901.0,Gd,75.0,84.0,5,Attchd,192.0,8,60,7,Av,IR1,RL,3,BrkFace,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,222500.0
5,1144.0,864.0,0.0,1144.0,594.0,1,1,264.0,10000.0,0.0,1961,1983,1961.0,270.0,TA,80.0,0.0,6,Attchd,165.0,6,20,3,No,Reg,RL,3,None,TA,0,TA,TA,Feedr,1Fam,Normal,Pave,Y,WD,131400.0
5,948.0,948.0,0.0,948.0,0.0,1,1,300.0,8978.0,0.0,1968,1968,1968.0,948.0,None,94.75230867899737,0.0,5,Attchd,147.0,6,20,5,None,IR1,RL,3,None,TA,0,None,TA,Norm,1Fam,Family,Pave,Y,WD,108000.0
7,1768.0,880.0,888.0,880.0,390.0,2,1,320.0,10800.0,0.0,1914,1970,1914.0,490.0,Gd,60.0,341.0,7,Detchd,0.0,6,75,10,Mn,Reg,RM,2,None,TA,1,TA,TA,Norm,1Fam,Normal,Pave,N,WD,163000.0
3,1040.0,0.0,0.0,1040.0,0.0,2,2,400.0,8544.0,0.0,1950,1950,1949.0,0.0,None,60.0,0.0,4,Detchd,0.0,6,90,7,None,Reg,RL,2,None,TA,0,None,TA,Norm,Duplex,Normal,Pave,Y,WD,93500.0
8,1801.0,893.0,900.0,901.0,0.0,3,2,800.0,10463.0,0.0,2005,2005,2005.0,893.0,None,72.0,116.0,5,Attchd,0.0,8,60,6,None,IR1,RL,3,None,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,239900.0
7,1728.0,864.0,864.0,864.0,0.0,2,2,572.0,9313.0,0.0,2004,2004,2004.0,864.0,None,65.0,56.0,5,Attchd,187.0,7,60,4,None,IR1,RL,3,None,Gd,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,190000.0
5,1432.0,264.0,664.0,768.0,0.0,2,2,360.0,9600.0,0.0,1910,2002,1910.0,264.0,None,60.0,0.0,7,Detchd,270.0,7,70,5,None,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,Y,WD,132000.0
6,912.0,912.0,0.0,912.0,832.0,1,1,288.0,6768.0,0.0,1961,1996,1962.0,80.0,TA,65.0,0.0,8,Detchd,168.0,5,20,5,Mn,IR1,RL,3,None,TA,0,None,Gd,Feedr,1Fam,Normal,Pave,Y,WD,142000.0
7,1349.0,1349.0,0.0,1349.0,0.0,2,2,539.0,8450.0,108.0,2000,2001,2000.0,1349.0,None,65.0,55.0,5,Attchd,120.0,6,20,12,None,Reg,RL,3,BrkFace,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,179000.0
5,1464.0,520.0,0.0,1464.0,444.0,2,2,480.0,12886.0,0.0,1963,1999,1997.0,76.0,Gd,70.0,0.0,6,Attchd,302.0,6,80,10,Av,IR1,RL,3,None,TA,0,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,175000.0
8,1337.0,1337.0,0.0,1337.0,733.0,2,2,462.0,5395.0,0.0,1993,1993,1993.0,604.0,Gd,41.0,0.0,5,Attchd,96.0,5,120,10,No,IR1,RL,2,None,Gd,0,TA,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,180000.0
8,2715.0,1142.0,1540.0,1175.0,575.0,2,3,831.0,8963.0,289.0,1976,1996,1994.0,487.0,TA,94.6731218456432,204.0,9,BuiltIn,0.0,11,60,7,No,IR1,RL,4,BrkFace,Ex,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,299800.0
7,2256.0,952.0,1276.0,980.0,300.0,2,2,554.0,8795.0,0.0,2000,2000,2000.0,652.0,Gd,93.78166132032425,54.0,5,BuiltIn,224.0,8,60,4,No,IR1,RL,4,None,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,236000.0
7,2640.0,1240.0,1320.0,1320.0,0.0,4,1,864.0,11700.0,0.0,1880,2003,1950.0,1240.0,None,65.0,0.0,7,Detchd,181.0,8,70,5,None,IR1,RM,4,None,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,N,WD,265979.0
7,1720.0,1720.0,0.0,1720.0,919.0,2,2,527.0,10593.0,338.0,1996,1996,1996.0,801.0,Gd,59.0,56.0,5,Attchd,240.0,7,20,3,No,IR1,RL,3,BrkFace,Gd,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,260400.0
4,1529.0,0.0,441.0,1088.0,0.0,1,2,240.0,8405.0,0.0,1945,1950,1945.0,0.0,None,50.0,0.0,3,Detchd,92.0,9,50,4,None,Reg,RL,4,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,N,WD,98000.0
7,1320.0,660.0,660.0,660.0,0.0,2,2,400.0,7750.0,0.0,2003,2003,2003.0,660.0,None,88.03408430829504,48.0,5,Attchd,0.0,6,60,8,None,Reg,RL,3,None,Gd,1,None,Gd,RRAn,1Fam,Normal,Pave,Y,WD,162000.0
6,1494.0,1479.0,0.0,1494.0,1200.0,2,2,576.0,9236.0,0.0,1997,1997,1997.0,279.0,Gd,79.0,27.0,5,Attchd,168.0,6,20,7,Gd,IR1,RL,3,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,217000.0
8,2098.0,1030.0,1060.0,1038.0,0.0,3,2,878.0,10240.0,178.0,2005,2005,2005.0,1030.0,None,80.0,52.0,5,Attchd,192.0,8,60,3,None,Reg,RL,3,BrkFace,Gd,1,Gd,Ex,Norm,1Fam,Normal,Pave,Y,WD,275500.0
6,1026.0,1026.0,0.0,1026.0,439.0,2,1,440.0,7930.0,0.0,1969,2005,1969.0,115.0,TA,61.0,48.0,8,Detchd,171.0,5,20,7,No,Reg,RL,3,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,156000.0
6,1471.0,729.0,729.0,742.0,381.0,2,2,440.0,3230.0,894.0,1999,1999,1999.0,348.0,Gd,34.0,24.0,5,Detchd,0.0,6,160,3,No,Reg,FV,3,BrkFace,TA,1,None,TA,Norm,TwnhsE,Normal,Pave,Y,WD,172500.0
8,1768.0,866.0,902.0,866.0,20.0,2,2,578.0,10769.0,0.0,2007,2007,2007.0,846.0,Gd,68.0,105.0,5,Attchd,144.0,7,60,4,Av,IR1,RL,3,None,Gd,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,212000.0
6,1386.0,672.0,714.0,672.0,438.0,2,2,440.0,11616.0,328.0,1978,1978,1978.0,234.0,TA,59.9111111111111,0.0,5,Attchd,335.0,6,60,4,Mn,IR1,RL,3,BrkCmn,TA,1,TA,TA,Norm,1Fam,Abnorml,Pave,Y,WD,158900.0
7,1501.0,744.0,744.0,757.0,549.0,2,2,440.0,2280.0,360.0,1999,1999,1999.0,195.0,Gd,24.0,0.0,5,Detchd,0.0,6,160,8,No,Reg,FV,3,BrkFace,TA,1,None,TA,Norm,Twnhs,Normal,Pave,Y,WD,179400.0
8,2531.0,1318.0,1203.0,1328.0,56.0,3,2,752.0,12257.0,513.0,1995,1995,1995.0,1198.0,Gd,65.0,98.0,5,Attchd,222.0,9,60,11,Av,IR1,RL,4,BrkFace,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,290000.0
6,864.0,864.0,0.0,864.0,612.0,1,1,300.0,9100.0,0.0,1959,1959,2008.0,252.0,TA,70.0,0.0,6,Detchd,0.0,5,20,10,No,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,127500.0
5,1301.0,1145.0,0.0,1301.0,405.0,2,1,440.0,6911.0,0.0,1924,1950,1965.0,740.0,TA,60.0,0.0,5,Detchd,0.0,5,30,10,Mn,Reg,RM,2,None,TA,0,None,Fa,Feedr,1Fam,Normal,Pave,Y,WD,100000.0
7,1547.0,756.0,783.0,764.0,24.0,2,2,614.0,8640.0,0.0,2009,2009,2009.0,732.0,Gd,72.0,45.0,5,Attchd,169.0,7,60,6,Mn,Reg,FV,3,None,TA,1,None,Gd,Norm,1Fam,Normal,Pave,Y,Con,215200.0
8,2365.0,1252.0,1097.0,1268.0,1163.0,3,2,856.0,9430.0,673.0,1999,1999,1999.0,89.0,Gd,82.0,128.0,5,Attchd,0.0,8,60,7,Mn,Reg,RL,3,BrkFace,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,337000.0
8,1494.0,1494.0,0.0,1494.0,437.0,2,1,481.0,9549.0,0.0,1995,1996,1995.0,0.0,Gd,30.0,30.0,5,Attchd,0.0,6,120,4,Av,IR1,RL,2,None,Gd,1,Gd,Ex,Norm,TwnhsE,Normal,Pave,Y,WD,270000.0
9,1506.0,1498.0,0.0,1506.0,0.0,2,2,592.0,14587.0,284.0,2008,2008,2008.0,1498.0,None,75.0,174.0,5,Attchd,0.0,6,20,8,None,IR1,RL,2,Stone,Gd,0,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,264132.0
7,1714.0,980.0,734.0,980.0,394.0,2,2,496.0,10421.0,42.0,1988,1988,1988.0,586.0,Gd,80.0,66.0,5,Attchd,228.0,7,60,3,No,Reg,RL,3,BrkFace,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,196500.0
6,1750.0,983.0,767.0,983.0,660.0,1,2,423.0,12508.0,0.0,1940,1985,1989.0,323.0,Gd,75.0,0.0,7,Attchd,245.0,7,50,7,Mn,IR1,RL,4,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,160000.0
7,1836.0,1860.0,0.0,1836.0,24.0,2,2,484.0,9100.0,0.0,2004,2005,2004.0,1836.0,Gd,70.0,33.0,5,Attchd,120.0,8,20,10,No,Reg,RL,3,None,Gd,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,216837.0
8,3279.0,1650.0,1589.0,1690.0,1416.0,3,3,841.0,53504.0,603.0,2003,2003,2003.0,234.0,Gd,47.0,36.0,5,BuiltIn,503.0,12,60,6,Gd,IR2,RL,4,BrkFace,Ex,1,Gd,Ex,Norm,1Fam,Normal,Pave,Y,WD,538000.0
5,858.0,858.0,0.0,858.0,685.0,2,1,576.0,7252.0,0.0,1982,1982,1983.0,173.0,Gd,59.9111111111111,0.0,5,Detchd,120.0,5,85,4,Av,IR1,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,134900.0
4,1220.0,836.0,0.0,1220.0,836.0,2,1,396.0,8877.0,0.0,1951,1951,1951.0,0.0,Fa,67.0,0.0,5,Detchd,0.0,6,20,4,No,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,COD,102000.0
6,1117.0,1029.0,0.0,1117.0,422.0,2,1,672.0,7819.0,0.0,1976,1976,1976.0,480.0,TA,94.0,0.0,5,Detchd,144.0,6,80,3,Av,Reg,RL,3,None,TA,0,TA,TA,Norm,1Fam,Abnorml,Pave,Y,WD,107000.0
5,912.0,912.0,0.0,912.0,456.0,1,1,275.0,10150.0,1.0,1958,1958,1958.0,456.0,TA,70.0,0.0,5,Attchd,0.0,5,20,7,No,Reg,RL,2,None,TA,0,None,TA,Feedr,1Fam,Normal,Pave,Y,COD,114500.0
8,1973.0,1935.0,0.0,1973.0,0.0,3,2,895.0,14226.0,375.0,2006,2006,2006.0,1935.0,None,110.0,45.0,5,Attchd,315.0,9,20,7,None,Reg,RL,3,BrkFace,Gd,0,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,395000.0
6,1204.0,1204.0,0.0,1204.0,866.0,2,2,412.0,4500.0,320.0,1998,1998,1998.0,338.0,Ex,32.0,247.0,5,Attchd,0.0,5,120,6,No,Reg,RM,2,BrkFace,TA,0,None,TA,Norm,TwnhsE,Normal,Pave,Y,WD,162000.0
7,1614.0,1614.0,0.0,1614.0,20.0,3,2,865.0,11210.0,240.0,2005,2006,2005.0,1594.0,Gd,86.0,59.0,5,Attchd,144.0,7,20,7,Av,IR1,RL,3,BrkFace,Gd,0,None,Gd,Norm,1Fam,Partial,Pave,Y,New,221500.0
5,894.0,864.0,0.0,894.0,762.0,2,1,440.0,13350.0,0.0,1974,1974,1974.0,102.0,TA,100.0,0.0,5,Attchd,241.0,5,20,6,No,IR1,RL,3,None,TA,0,Fa,TA,Norm,1Fam,Normal,Pave,Y,WD,142500.0
5,2020.0,0.0,0.0,2020.0,0.0,2,2,630.0,8400.0,320.0,1977,1977,1977.0,0.0,None,60.0,0.0,5,Detchd,0.0,10,90,10,None,Reg,RH,4,BrkFace,TA,0,TA,TA,Feedr,Duplex,Normal,Pave,Y,WD,144000.0
6,1004.0,975.0,0.0,1004.0,975.0,2,1,504.0,10530.0,90.0,1977,1977,1977.0,0.0,Gd,78.0,0.0,5,Attchd,0.0,4,90,5,Gd,Reg,RL,2,BrkFace,TA,0,None,TA,Norm,Duplex,Normal,Pave,Y,WD,135000.0
7,1253.0,1237.0,0.0,1253.0,0.0,2,2,402.0,7875.0,38.0,1995,1996,1995.0,1237.0,None,63.0,21.0,5,Attchd,220.0,6,20,6,None,Reg,RL,3,BrkFace,TA,0,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,176000.0
6,1603.0,761.0,793.0,810.0,387.0,2,2,484.0,7153.0,0.0,1992,1992,1992.0,374.0,Gd,65.0,124.0,5,Attchd,0.0,7,60,7,No,Reg,RL,3,None,Gd,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,175900.0
7,1430.0,1413.0,0.0,1430.0,0.0,2,2,605.0,16285.0,0.0,2001,2002,2001.0,1413.0,None,67.0,33.0,5,Attchd,0.0,6,20,6,None,IR2,RL,3,None,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,187100.0
5,1110.0,1097.0,0.0,1110.0,1097.0,2,1,602.0,9101.0,104.0,1978,1978,1978.0,0.0,Gd,95.39916142189092,30.0,6,Attchd,303.0,4,85,7,Av,IR1,RL,1,BrkFace,TA,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,165500.0
6,1342.0,1372.0,0.0,1342.0,251.0,2,2,457.0,9790.0,0.0,1967,1967,1967.0,491.0,TA,98.94442884771227,0.0,5,Attchd,0.0,7,20,9,No,Reg,RL,3,None,TA,0,Gd,TA,Feedr,1Fam,Normal,Pave,Y,WD,161500.0
5,1652.0,686.0,686.0,966.0,686.0,1,2,416.0,10800.0,0.0,1915,1950,1961.0,0.0,Fa,60.0,0.0,6,Detchd,0.0,7,50,6,No,Reg,RM,4,None,TA,0,None,TA,Artery,1Fam,Normal,Pave,Y,WD,139000.0
7,2084.0,956.0,1128.0,956.0,656.0,2,2,618.0,10142.0,0.0,2004,2004,2004.0,300.0,Gd,76.0,45.0,5,BuiltIn,0.0,8,60,1,No,IR1,RL,4,None,Gd,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,233000.0
4,901.0,901.0,0.0,901.0,0.0,1,1,281.0,6000.0,0.0,1954,2000,1954.0,901.0,None,50.0,0.0,7,Detchd,0.0,4,20,8,None,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,107900.0
6,2087.0,832.0,1111.0,976.0,568.0,2,2,444.0,12205.0,157.0,1966,2007,1966.0,264.0,TA,110.47624178980746,168.0,8,Attchd,133.0,9,60,7,Gd,IR1,RL,5,BrkFace,TA,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,187500.0
7,1145.0,1145.0,0.0,1145.0,16.0,2,2,397.0,3182.0,11.0,2005,2006,2005.0,1129.0,Gd,43.0,16.0,5,Attchd,100.0,5,120,9,No,Reg,RL,2,BrkFace,Gd,0,Gd,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,160200.0
